,Status,ActivityCompleted,nps_score,Comments,Sentiment,Device Type,Browser,Comments_spell_checked,Comments_spell_checked_textblob_polarity_score,Comments_spell_checked_txtblob_polarity,Comments_spell_checked_txtblob_polarity_subjectivity
614,Complete,2022-09-03,5.0,Convenient,Positive,Mobile,Chrome Mobile,Convenient,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
617,Complete,2022-09-03,3.0,Need to have hourly rental option,Negative,Mobile,Chrome Mobile,Need to have hourly rental option,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
619,Complete,2022-09-03,2.0,Extremely slow responses .  site seems to be down or so slow it is unusable.,Negative,Tablet,Silk,Extremely slow responses . site seems to be down or so slow it is unusable.,"Sentiment(polarity=-0.2518518518518519, subjectivity=0.36296296296296293)",-0.2518518518518519,0.36296296296296293
621,Complete,2022-09-03,5.0,Works great,Positive,Mobile,Google App,Works great,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
623,Complete,2022-09-03,1.0,Very little detail on equipment,Negative,Mobile,Safari mobile,Very little detail on equipment,"Sentiment(polarity=-0.24375000000000002, subjectivity=0.65)",-0.24375000000000002,0.65
624,Complete,2022-09-03,4.0,Because Sunbelt is a great rental company with friendly staff,Positive,Mobile,Chrome Mobile,Because Sunbelt is a great rental company with friendly staff,"Sentiment(polarity=0.5875, subjectivity=0.625)",0.5875,0.625
626,Complete,2022-09-03,1.0,Because I can't get in to pay my bill,Negative,Desktop,Chrome,Because I can't get in to pay my bill,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
628,Complete,2022-09-03,5.0,Ease of use on website,Positive,Desktop,Chrome,Ease of use on website,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
629,Complete,2022-09-03,5.0,because they gave rates and are close,Negative,Desktop,Microsoft Edge,because they gave rates and are close,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
630,Complete,2022-09-03,3.0,Just an average website,Neutral,Desktop,Chrome,Just an average website,"Sentiment(polarity=-0.15, subjectivity=0.39999999999999997)",-0.15,0.39999999999999997
631,Complete,2022-09-03,1.0,Not enough space to explain a problem,Negative,Desktop,Microsoft Edge,Not enough space to explain a problem,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
634,Complete,2022-09-03,5.0,easy to navigate,Positive,Desktop,Chrome,easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
635,Complete,2022-09-03,5.0,I’ve used your company many times,Positive,Mobile,Safari mobile,I’ve used your company many times,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
637,Complete,2022-09-03,4.0,you should be able to extend you rental via the website,Neutral,Desktop,Microsoft Edge,you should be able to extend you rental via the website,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625
638,Complete,2022-09-03,1.0,I can't complete my damn purchase!,Negative,Mobile,Android WebView,I can't complete my damn purchase!,"Sentiment(polarity=0.125, subjectivity=0.4)",0.125,0.4
640,Complete,2022-09-03,2.0,It's really slow and unresponsive,Negative,Mobile,Chrome Mobile,It's really slow and unresponsive,"Sentiment(polarity=-0.30000000000000004, subjectivity=0.39999999999999997)",-0.30000000000000004,0.39999999999999997
642,Complete,2022-09-03,4.0,Excelent service,Positive,Mobile,Safari mobile,Excellent service,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
644,Complete,2022-09-03,1.0,poor description on every equipment for example what is the bucket size ?  there is nothing there to plan your project,Negative,Desktop,Chrome,poor description on every equipment for example what is the bucket size ? there is nothing there to plan your project,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
645,Complete,2022-09-03,1.0,Surprised that you do not list a leaf shredder/mulcher,Negative,Desktop,Safari,Surprised that you do not list a leaf shredded/mulcher,"Sentiment(polarity=0.1, subjectivity=0.9)",0.1,0.9
647,Complete,2022-09-03,1.0,hard to find Canada locations.,Neutral,Desktop,Chrome,hard to find Canada locations.,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
649,Complete,2022-09-03,1.0,Didn't workright,Negative,Mobile,Mobile Samsung Browser,Didn't workright,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
650,Complete,2022-09-03,5.0,It is very simple to follow.,Positive,Mobile,Safari mobile,It is very simple to follow.,"Sentiment(polarity=0.0, subjectivity=0.4642857142857143)",0.0,0.4642857142857143
651,Complete,2022-09-03,5.0,Chat right away,Neutral,Mobile,Chrome Mobile,Chat right away,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857
652,Complete,2022-09-03,5.0,Never used it before. Very easy to navigate.,Positive,Mobile,Chrome Mobile,Never used it before. Very easy to navigate.,"Sentiment(polarity=0.5633333333333334, subjectivity=1.0)",0.5633333333333334,1.0
653,Complete,2022-09-03,5.0,Very informative and has prices up front.,Positive,Mobile,Chrome Mobile,Very informative and has prices up front.,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
655,Complete,2022-09-03,5.0,I can always find what I need and is available in store as advertising.,Positive,Mobile,Safari mobile,I can always find what I need and is available in store as advertising.,"Sentiment(polarity=0.4, subjectivity=0.4)",0.4,0.4
656,Complete,2022-09-03,5.0,Good service,Positive,Mobile,Safari mobile,Good service,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001
658,Complete,2022-09-03,1.0,I want to be able to pay my bill with my debit card.  Not a credit card.,Negative,Desktop,Microsoft Edge,I want to be able to pay my bill with my debit card. Not a credit card.,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625
660,Complete,2022-09-03,5.0,Website works very well,Positive,Mobile,Safari mobile,Website works very well,"Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3
661,Complete,2022-09-03,5.0,Helpful easy search,Positive,Desktop,Safari,Helpful easy search,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
662,Complete,2022-09-03,4.0,You gave me the price,Positive,Mobile,Safari mobile,You gave me the price,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
667,Complete,2022-09-03,2.0,constantly says wires are crossed and will not let me use the site!,Negative,Desktop,Safari,constantly says wires are crossed and will not let me use the site!,"Sentiment(polarity=0.0, subjectivity=0.3333333333333333)",0.0,0.3333333333333333
669,Complete,2022-09-03,5.0,"Good equipment, fair price and open early!!!",Positive,Mobile,Safari mobile,"Good equipment, fair price and open early!!!","Sentiment(polarity=0.398828125, subjectivity=0.575)",0.398828125,0.575
672,Complete,2022-09-04,5.0,Ease of use,Positive,Mobile,Safari mobile,Ease of use,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
674,Complete,2022-09-04,5.0,Did what I asked. Minimal pop-ups,Positive,Mobile,Chrome Mobile,Did what I asked. Minimal pop-ups,"Sentiment(polarity=-0.1, subjectivity=0.6)",-0.1,0.6
675,Complete,2022-09-04,2.0,The drop down box is inaccurate,Negative,Tablet,Safari mobile,The drop down box is inaccurate,"Sentiment(polarity=-0.15555555555555559, subjectivity=0.2888888888888889)",-0.15555555555555559,0.2888888888888889
677,Complete,2022-09-04,5.0,Local,Neutral,Mobile,Chrome Mobile,Local,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
678,Complete,2022-09-04,5.0,Me gusta,Positive,Mobile,Google App,Me gusts,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
679,Complete,2022-09-04,5.0,Clear,Neutral,Mobile,Safari mobile,Clear,"Sentiment(polarity=0.10000000000000002, subjectivity=0.3833333333333333)",0.10000000000000002,0.3833333333333333
683,Complete,2022-09-04,4.0,Everything  was easy to find. Organized well.,Positive,Mobile,Chrome Mobile,Everything was easy to find. Organized well.,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
689,Complete,2022-09-04,3.0,So far is good,Positive,Mobile,Safari mobile,So far is good,"Sentiment(polarity=0.39999999999999997, subjectivity=0.8)",0.39999999999999997,0.8
690,Complete,2022-09-04,1.0,This survey popped up before I could do anything,Neutral,Mobile,Chrome Mobile,This survey popped up before I could do anything,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
692,Complete,2022-09-04,5.0,easy  to use,Positive,Desktop,Chrome,easy to use,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
693,Complete,2022-09-04,5.0,Great company,Positive,Mobile,Google App,Great company,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75
696,Complete,2022-09-04,2.0,Not enough info,Negative,Mobile,Safari mobile,Not enough info,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
698,Complete,2022-09-04,2.0,Problems renting for less than 24 hrs.,Negative,Mobile,Safari mobile,Problems renting for less than 24 hrs.,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",-0.16666666666666666,0.06666666666666667
701,Complete,2022-09-04,5.0,Easy online application form,Positive,Mobile,Chrome Mobile,Easy online application form,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
704,Complete,2022-09-04,4.0,Missing pics,Neutral,Desktop,Safari,Missing pics,"Sentiment(polarity=-0.2, subjectivity=0.05)",-0.2,0.05
706,Complete,2022-09-04,5.0,My favorite rental company.,Positive,Mobile,Safari mobile,My favorite rental company.,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0
707,Complete,2022-09-04,1.0,Selecting location was wanting too much info just for pricing,Negative,Mobile,Google App,Selecting location was wanting too much info just for pricing,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2
710,Complete,2022-09-04,1.0,requested to reset password over 2 hrs ago - still haven't received email or text.,Negative,Desktop,Microsoft Edge,requested to reset password over 2 hrs ago - still haven't received email or text.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
714,Complete,2022-09-04,5.0,You are always the best,Positive,Mobile,Chrome Mobile,You are always the best,"Sentiment(polarity=1.0, subjectivity=0.3)",1.0,0.3
715,Complete,2022-09-04,5.0,I found my answers without a hassle,Positive,Mobile,Chrome Mobile,I found my answers without a hassle,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
717,Complete,2022-09-04,5.0,Explained everything I needed to no,Neutral,Desktop,Safari,Explained everything I needed to no,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
718,Complete,2022-09-04,5.0,Seemed to be an easy enough process,Positive,Desktop,Chrome,Seemed to be an easy enough process,"Sentiment(polarity=0.21666666666666667, subjectivity=0.6666666666666667)",0.21666666666666667,0.6666666666666667
719,Complete,2022-09-04,5.0,It’s fast and easy to navigate,Positive,Mobile,Safari mobile,It’s fast and easy to navigate,"Sentiment(polarity=0.31666666666666665, subjectivity=0.7166666666666667)",0.31666666666666665,0.7166666666666667
722,Complete,2022-09-04,5.0,Easy to navigate,Positive,Desktop,Chrome,Easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
725,Complete,2022-09-04,1.0,because I don't like it,Negative,Desktop,Chrome,because I don't like it,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
726,Complete,2022-09-04,2.0,It's SLOW,Negative,Mobile,Chrome Mobile,It's SLO,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
727,Complete,2022-09-04,5.0,Easy to navigate,Positive,Desktop,Chrome,Easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
731,Complete,2022-09-04,3.0,not enough info on days open,Negative,Desktop,Chrome,not enough info on days open,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
734,Complete,2022-09-04,1.0,$320 for a delivery almost in your area.,Neutral,Mobile,Chrome Mobile,$320 for a delivery almost in your area.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
739,Complete,2022-09-04,5.0,Easy to navigate,Positive,Desktop,Chrome,Easy to navigate,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
743,Complete,2022-09-04,1.0,Not good,Negative,Mobile,Safari mobile,Not good,"Sentiment(polarity=-0.35, subjectivity=0.6000000000000001)",-0.35,0.6000000000000001
744,Complete,2022-09-04,4.0,Some of the options were not clear on what exactly they did to contribute to be item being rented,Negative,Mobile,Safari mobile,Some of the options were not clear on what exactly they did to contribute to be item being rented,"Sentiment(polarity=0.09999999999999999, subjectivity=0.31666666666666665)",0.09999999999999999,0.31666666666666665
746,Complete,2022-09-04,5.0,prices posted. easy to find categories,Neutral,Desktop,Safari,prices posted. easy to find categories,"Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)",0.43333333333333335,0.8333333333333334
748,Complete,2022-09-04,3.0,Takes too long,Negative,Mobile,Safari mobile,Takes too long,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4
749,Complete,2022-09-04,5.0,"good info, easy to read, EXCEPT..."" 3"" tow behind areators ...are they all the same price?",Mixed,Desktop,Firefox,"good info, easy to read, EXCEPT..."" 3"" tow behind creators ...are they all the same price?","Sentiment(polarity=0.18333333333333332, subjectivity=0.5645833333333334)",0.18333333333333332,0.5645833333333334
750,Complete,2022-09-04,1.0,Guy wasn’t about to speak English well enough to communicate with,Negative,Mobile,Safari mobile,Guy wasn’t about to speak English well enough to communicate with,"Sentiment(polarity=0.0, subjectivity=0.25)",0.0,0.25
751,Complete,2022-09-04,2.0,"Lack of consistently being able to get info on equipment on rent when it is selected, including can't see if/when pickup requested",Negative,Desktop,Firefox,"Lack of consistently being able to get info on equipment on rent when it is selected, including can't see if/when pickup requested","Sentiment(polarity=0.375, subjectivity=0.4375)",0.375,0.4375
